feature_name,omics_layer,feature_type,reported_direction,n_studies,n_records,direction_consistency_ratio,evidence_frequency_score,direction_score,effect_strength_score,disease_subtype_coverage_score,activity_stage_coverage_score,trajectory_outcome_coverage_score,disease_trajectory_score,mechanism_score,model_score,conservative_total_score,available_evidence_score,evidence_completeness,evidence_level,fingerprint_category,effect_strength_status,source_study_ids,source_record_ids,source_comparisons,source_omics_layers,source_model_tasks,source_mechanism_mapping_file,score_reasoning_text,original_feature_name,taxonomic_rank_or_metabolite_class,mechanistic_category,mechanism_categories_from_mapping,model_sources,meta_support_sources,candidate_evidence_strength,recommended_use,caution_notes,normalized_feature_key,metabolite_normalized_key,family_key,genus_key,species_key,exact_feature_key,linkage_method,linkage_confidence,linkage_warning,matched_evidence_count,matched_evidence_sources,matched_evidence_types,matched_evidence_tasks,matched_evidence_record_ids,parsed_disease_subtype,parsed_activity_stage,parsed_trajectory_outcome,tier1_strict_core_flag,tier2_cross_study_directional_flag,tier3_gut_omics_mechanism_model_flag,tier4_model_prioritized_flag,tier5_remaining_exploratory_flag,primary_candidate_tier,all_candidate_tiers,revised_candidate_category,model_task,model_evidence_source,candidate_id,feature_label,manuscript_evidence_tier,direct_detected_feature,model_layer_meta_feature_status,retention_status,source_candidate_table,source_candidate_sheet,source_excel_row
metabolite__Unique.peptides.N3_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::171;model::all_data_permutation::metabolome_A_IBD_vs_HC::171;model::all_data_SHAP::metabolome_A_IBD_vs_HC::179;model::candidate_panel_model_columns::NA::295,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.N3_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_n3_rep2,unique.peptides.n3_rep2,,,,unique.peptides.n3_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::171;all_data_permutation::171;all_data_SHAP::179;disease_fingerprint_candidate_panel::295,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.N3_rep2,Unique.peptides.N3 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1282
metabolite__Unique.peptides.N4_rep1,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::167;model::all_data_permutation::metabolome_A_IBD_vs_HC::167;model::all_data_SHAP::metabolome_A_IBD_vs_HC::180;model::candidate_panel_model_columns::NA::289,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.N4_rep1,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_n4_rep1,unique.peptides.n4_rep1,,,,unique.peptides.n4_rep1,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::167;all_data_permutation::167;all_data_SHAP::180;disease_fingerprint_candidate_panel::289,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.N4_rep1,Unique.peptides.N4 rep1,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1283
metabolite__Unique.peptides.N4_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::183;model::all_data_permutation::metabolome_A_IBD_vs_HC::183;model::all_data_SHAP::metabolome_A_IBD_vs_HC::181;model::candidate_panel_model_columns::NA::285,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.N4_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_n4_rep2,unique.peptides.n4_rep2,,,,unique.peptides.n4_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::183;all_data_permutation::183;all_data_SHAP::181;disease_fingerprint_candidate_panel::285,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.N4_rep2,Unique.peptides.N4 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1284
metabolite__Unique.peptides.N5_rep1,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::177;model::all_data_permutation::metabolome_A_IBD_vs_HC::177;model::all_data_SHAP::metabolome_A_IBD_vs_HC::182;model::candidate_panel_model_columns::NA::283,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.N5_rep1,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_n5_rep1,unique.peptides.n5_rep1,,,,unique.peptides.n5_rep1,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::177;all_data_permutation::177;all_data_SHAP::182;disease_fingerprint_candidate_panel::283,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.N5_rep1,Unique.peptides.N5 rep1,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1285
metabolite__Unique.peptides.N5_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::172;model::all_data_permutation::metabolome_A_IBD_vs_HC::172;model::all_data_SHAP::metabolome_A_IBD_vs_HC::183;model::candidate_panel_model_columns::NA::271,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.N5_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_n5_rep2,unique.peptides.n5_rep2,,,,unique.peptides.n5_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::172;all_data_permutation::172;all_data_SHAP::183;disease_fingerprint_candidate_panel::271,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.N5_rep2,Unique.peptides.N5 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1286
metabolite__Unique.peptides.UC1_rep1,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::181;model::all_data_permutation::metabolome_A_IBD_vs_HC::181;model::all_data_SHAP::metabolome_A_IBD_vs_HC::184;model::candidate_panel_model_columns::NA::280,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC1_rep1,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc1_rep1,unique.peptides.uc1_rep1,,,,unique.peptides.uc1_rep1,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::181;all_data_permutation::181;all_data_SHAP::184;disease_fingerprint_candidate_panel::280,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC1_rep1,Unique.peptides.UC1 rep1,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1287
metabolite__Unique.peptides.UC1_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::182;model::all_data_permutation::metabolome_A_IBD_vs_HC::182;model::all_data_SHAP::metabolome_A_IBD_vs_HC::185;model::candidate_panel_model_columns::NA::278,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC1_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc1_rep2,unique.peptides.uc1_rep2,,,,unique.peptides.uc1_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::182;all_data_permutation::182;all_data_SHAP::185;disease_fingerprint_candidate_panel::278,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC1_rep2,Unique.peptides.UC1 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1288
metabolite__Unique.peptides.UC2_rep1,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::168;model::all_data_permutation::metabolome_A_IBD_vs_HC::168;model::all_data_SHAP::metabolome_A_IBD_vs_HC::186;model::candidate_panel_model_columns::NA::277,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC2_rep1,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc2_rep1,unique.peptides.uc2_rep1,,,,unique.peptides.uc2_rep1,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::168;all_data_permutation::168;all_data_SHAP::186;disease_fingerprint_candidate_panel::277,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC2_rep1,Unique.peptides.UC2 rep1,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1289
metabolite__Unique.peptides.UC2_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::185;model::all_data_permutation::metabolome_A_IBD_vs_HC::185;model::all_data_SHAP::metabolome_A_IBD_vs_HC::187;model::candidate_panel_model_columns::NA::273,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC2_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc2_rep2,unique.peptides.uc2_rep2,,,,unique.peptides.uc2_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::185;all_data_permutation::185;all_data_SHAP::187;disease_fingerprint_candidate_panel::273,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC2_rep2,Unique.peptides.UC2 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1290
metabolite__Unique.peptides.UC3_rep1,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::179;model::all_data_permutation::metabolome_A_IBD_vs_HC::179;model::all_data_SHAP::metabolome_A_IBD_vs_HC::188;model::candidate_panel_model_columns::NA::297,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC3_rep1,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc3_rep1,unique.peptides.uc3_rep1,,,,unique.peptides.uc3_rep1,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::179;all_data_permutation::179;all_data_SHAP::188;disease_fingerprint_candidate_panel::297,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC3_rep1,Unique.peptides.UC3 rep1,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1291
metabolite__Unique.peptides.UC3_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::180;model::all_data_permutation::metabolome_A_IBD_vs_HC::180;model::all_data_SHAP::metabolome_A_IBD_vs_HC::189;model::candidate_panel_model_columns::NA::299,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC3_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc3_rep2,unique.peptides.uc3_rep2,,,,unique.peptides.uc3_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::180;all_data_permutation::180;all_data_SHAP::189;disease_fingerprint_candidate_panel::299,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC3_rep2,Unique.peptides.UC3 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1292
metabolite__Unique.peptides.UC4_rep1,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::178;model::all_data_permutation::metabolome_A_IBD_vs_HC::178;model::all_data_SHAP::metabolome_A_IBD_vs_HC::190;model::candidate_panel_model_columns::NA::324,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC4_rep1,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc4_rep1,unique.peptides.uc4_rep1,,,,unique.peptides.uc4_rep1,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::178;all_data_permutation::178;all_data_SHAP::190;disease_fingerprint_candidate_panel::324,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC4_rep1,Unique.peptides.UC4 rep1,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1293
metabolite__Unique.peptides.UC4_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::163;model::all_data_permutation::metabolome_A_IBD_vs_HC::163;model::all_data_SHAP::metabolome_A_IBD_vs_HC::191;model::candidate_panel_model_columns::NA::322,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC4_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc4_rep2,unique.peptides.uc4_rep2,,,,unique.peptides.uc4_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::163;all_data_permutation::163;all_data_SHAP::191;disease_fingerprint_candidate_panel::322,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC4_rep2,Unique.peptides.UC4 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1294
metabolite__Unique.peptides.UC5_rep1,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::174;model::all_data_permutation::metabolome_A_IBD_vs_HC::174;model::all_data_SHAP::metabolome_A_IBD_vs_HC::192;model::candidate_panel_model_columns::NA::321,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC5_rep1,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc5_rep1,unique.peptides.uc5_rep1,,,,unique.peptides.uc5_rep1,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::174;all_data_permutation::174;all_data_SHAP::192;disease_fingerprint_candidate_panel::321,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC5_rep1,Unique.peptides.UC5 rep1,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1295
