feature_name,omics_layer,feature_type,reported_direction,n_studies,n_records,direction_consistency_ratio,evidence_frequency_score,direction_score,effect_strength_score,disease_subtype_coverage_score,activity_stage_coverage_score,trajectory_outcome_coverage_score,disease_trajectory_score,mechanism_score,model_score,conservative_total_score,available_evidence_score,evidence_completeness,evidence_level,fingerprint_category,effect_strength_status,source_study_ids,source_record_ids,source_comparisons,source_omics_layers,source_model_tasks,source_mechanism_mapping_file,score_reasoning_text,original_feature_name,taxonomic_rank_or_metabolite_class,mechanistic_category,mechanism_categories_from_mapping,model_sources,meta_support_sources,candidate_evidence_strength,recommended_use,caution_notes,normalized_feature_key,metabolite_normalized_key,family_key,genus_key,species_key,exact_feature_key,linkage_method,linkage_confidence,linkage_warning,matched_evidence_count,matched_evidence_sources,matched_evidence_types,matched_evidence_tasks,matched_evidence_record_ids,parsed_disease_subtype,parsed_activity_stage,parsed_trajectory_outcome,tier1_strict_core_flag,tier2_cross_study_directional_flag,tier3_gut_omics_mechanism_model_flag,tier4_model_prioritized_flag,tier5_remaining_exploratory_flag,primary_candidate_tier,all_candidate_tiers,revised_candidate_category,model_task,model_evidence_source,candidate_id,feature_label,manuscript_evidence_tier,direct_detected_feature,model_layer_meta_feature_status,retention_status,source_candidate_table,source_candidate_sheet,source_excel_row
metabolite__Unique.peptides.UC5_rep2,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::162;model::all_data_permutation::metabolome_A_IBD_vs_HC::162;model::all_data_SHAP::metabolome_A_IBD_vs_HC::193;model::candidate_panel_model_columns::NA::320,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,Unique.peptides.UC5_rep2,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,unique_peptides_uc5_rep2,unique.peptides.uc5_rep2,,,,unique.peptides.uc5_rep2,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::162;all_data_permutation::162;all_data_SHAP::193;disease_fingerprint_candidate_panel::320,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__Unique.peptides.UC5_rep2,Unique.peptides.UC5 rep2,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1296
metabolite__metabolite_00002,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::200;model::all_data_permutation::metabolome_A_IBD_vs_HC::200;model::all_data_SHAP::metabolome_A_IBD_vs_HC::194;model::candidate_panel_model_columns::NA::204,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolite__metabolite_00002,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,moderate,supporting/exploratory feature,internal validation only unless external cohort is documented,metabolite_00002,metabolite_00002,,,,metabolite_00002,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::200;all_data_permutation::200;all_data_SHAP::194;disease_fingerprint_candidate_panel::204,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__metabolite_00002,metabolite 00002,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1297
metabolite__metabolite_00003,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::195;model::all_data_permutation::metabolome_A_IBD_vs_HC::195;model::all_data_SHAP::metabolome_A_IBD_vs_HC::195;model::candidate_panel_model_columns::NA::162,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolite__metabolite_00003,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,moderate,supporting/exploratory feature,internal validation only unless external cohort is documented,metabolite_00003,metabolite_00003,,,,metabolite_00003,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::195;all_data_permutation::195;all_data_SHAP::195;disease_fingerprint_candidate_panel::162,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__metabolite_00003,metabolite 00003,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1298
metabolite__metabolite_00004,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::199;model::all_data_permutation::metabolome_A_IBD_vs_HC::199;model::all_data_SHAP::metabolome_A_IBD_vs_HC::196;model::candidate_panel_model_columns::NA::316,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolite__metabolite_00004,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,metabolite_00004,metabolite_00004,,,,metabolite_00004,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::199;all_data_permutation::199;all_data_SHAP::196;disease_fingerprint_candidate_panel::316,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__metabolite_00004,metabolite 00004,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1299
metabolite__metabolite_00006,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::146;model::all_data_permutation::metabolome_A_IBD_vs_HC::146;model::all_data_SHAP::metabolome_A_IBD_vs_HC::197;model::candidate_panel_model_columns::NA::314,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolite__metabolite_00006,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,metabolite_00006,metabolite_00006,,,,metabolite_00006,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::146;all_data_permutation::146;all_data_SHAP::197;disease_fingerprint_candidate_panel::314,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__metabolite_00006,metabolite 00006,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1300
metabolite__metabolite_00007,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::191;model::all_data_permutation::metabolome_A_IBD_vs_HC::191;model::all_data_SHAP::metabolome_A_IBD_vs_HC::198;model::candidate_panel_model_columns::NA::300,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolite__metabolite_00007,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,metabolite_00007,metabolite_00007,,,,metabolite_00007,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::191;all_data_permutation::191;all_data_SHAP::198;disease_fingerprint_candidate_panel::300,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__metabolite_00007,metabolite 00007,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1301
metabolite__metabolite_00008,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,,15.0,16.25,54.1666666666667,0.3,E1,exploratory features,not_available,,model::all_data_LASSO::metabolome_A_IBD_vs_HC::190;model::all_data_permutation::metabolome_A_IBD_vs_HC::190;model::all_data_SHAP::metabolome_A_IBD_vs_HC::199;model::candidate_panel_model_columns::NA::242,metabolome_A_IBD_vs_HC,metabolome,metabolome_A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=not_available; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolite__metabolite_00008,metabolite,unknown_need_manual_review,,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,low,supporting/exploratory feature,internal validation only unless external cohort is documented,metabolite_00008,metabolite_00008,,,,metabolite_00008,exact_feature_match,high,,4,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel,candidate_panel;model_evidence,metabolome_A_IBD_vs_HC,all_data_LASSO::190;all_data_permutation::190;all_data_SHAP::199;disease_fingerprint_candidate_panel::242,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolite__metabolite_00008,metabolite 00008,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1302
metabolite__p-Hydroxyphenylacetic_acid,metabolome,metabolome,unclear,,0,,,,,1.25,0,0.0,1.25,15.0,15.0,31.25,69.4444444444444,0.45,E1,exploratory features,not_available,,mechanism_mapping::amino acid metabolism alteration::metabolite__p-Hydroxyphenylacetic_acid;model::all_data_LASSO::metabolome_A_IBD_vs_HC::166;model::all_data_permutation::metabolome_A_IBD_vs_HC::166;model::all_data_SHAP::metabolome_A_IBD_vs_HC::200;model::candidate_panel_model_columns::NA::94;model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::44;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::28,metabolome_A_IBD_vs_HC,metabolome,A_IBD_vs_HC;metabolome_A_IBD_vs_HC,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/IBD_all_data_ML_rebuild_outputs/11_signature_scores/microbiome_metabolome_mechanism_mapping.xlsx,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=15/15; Model=15/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,p-Hydroxyphenylacetic acid,metabolite,amino acid metabolism alteration,amino acid metabolism alteration,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns;metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,moderate,supporting/exploratory feature,internal validation only unless external cohort is documented,p_hydroxyphenylacetic_acid,p_hydroxyphenylacetic_acid,,,,p-hydroxyphenylacetic_acid,exact_feature_match,high,,7,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel;metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC;microbiome_metabolome_mechanism_mapping,candidate_panel;mechanism_mapping;model_evidence,amino acid metabolism alteration;metabolome_A_IBD_vs_HC,all_data_LASSO::166;all_data_permutation::166;all_data_SHAP::200;disease_fingerprint_candidate_panel::94;mechanism::1::1::metabolome;metabolome_SHAP_IBD_vs_HC::44;metabolome_XGBoost_IBD_vs_HC::28,IBD vs HC,,,False,False,True,False,False,Tier 3 - gut-omics mechanism/model-supported candidate,Tier 3 - gut-omics mechanism/model-supported candidate,gut-omics mechanism/model-supported candidate fingerprint feature,A_IBD_vs_HC;metabolome_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns;metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,metabolite__p-Hydroxyphenylacetic_acid,p-Hydroxyphenylacetic acid,Evidence Tier I,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1134
metabolome::metabolite__cholic_acid-C14:0,metabolome,metabolite_or_metabolic_feature,unclear,,0,,,,,1.25,0,0.0,1.25,15.0,12.1142857142857,28.3642857142857,63.031746031746,0.45,E1,exploratory features,not_available,,mechanism_mapping::bile acid metabolism disruption::metabolome::metabolite__cholic_acid-C14:0;model::all_data_LASSO::integrated_A_IBD_vs_HC::525;model::all_data_permutation::integrated_A_IBD_vs_HC::525;model::all_data_SHAP::integrated_A_IBD_vs_HC::523;model::candidate_panel_model_columns::NA::50,integrated_A_IBD_vs_HC,metabolome,integrated_A_IBD_vs_HC,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/IBD_all_data_ML_rebuild_outputs/11_signature_scores/microbiome_metabolome_mechanism_mapping.xlsx,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=15/15; Model=12.1/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolome::metabolite__cholic_acid-C14:0,,bile acid metabolism disruption,bile acid metabolism disruption,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,moderate,supporting/exploratory feature,internal validation only unless external cohort is documented,cholic_acid_c14_0,cholic_acid_c14:0,,,,cholic_acid-c14:0,exact_feature_match,high,,10,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel;microbiome_metabolome_mechanism_mapping,candidate_panel;mechanism_mapping;model_evidence,bile acid metabolism disruption;integrated_A_IBD_vs_HC,all_data_LASSO::522;all_data_LASSO::525;all_data_permutation::522;all_data_permutation::525;all_data_SHAP::523;all_data_SHAP::525;disease_fingerprint_candidate_panel::50;disease_fingerprint_candidate_panel::53;mechanism::2::1::metabolome;mechanism::2::1::microbiome,IBD vs HC,,,False,False,True,False,False,Tier 3 - gut-omics mechanism/model-supported candidate,Tier 3 - gut-omics mechanism/model-supported candidate,gut-omics mechanism/model-supported candidate fingerprint feature,integrated_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolome::metabolite__cholic_acid-C14:0,cholic acid-C14:0,Evidence Tier I,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1140
metabolome::metabolite__hydroxy_stearic_acid-C18:1,metabolome,metabolite_or_metabolic_feature,unclear,,0,,,,,1.25,0,0.0,1.25,15.0,14.7285714285714,30.9785714285714,68.8412698412698,0.45,E1,exploratory features,not_available,,mechanism_mapping::oxidative stress related metabolism::metabolome::metabolite__hydroxy_stearic_acid-C18:1;model::all_data_LASSO::integrated_A_IBD_vs_HC::526;model::all_data_permutation::integrated_A_IBD_vs_HC::526;model::all_data_SHAP::integrated_A_IBD_vs_HC::524;model::candidate_panel_model_columns::NA::11,integrated_A_IBD_vs_HC,metabolome,integrated_A_IBD_vs_HC,<LEGACY_PROJECT_ROOT>/IBD肠道多组学系统证据地图/文献检索与筛选/复筛/全部通过文献原文/IBD_all_data_ML_rebuild_outputs/11_signature_scores/microbiome_metabolome_mechanism_mapping.xlsx,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=1.2/15; Mechanism=15/15; Model=14.7/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,metabolome::metabolite__hydroxy_stearic_acid-C18:1,,oxidative stress related metabolism,oxidative stress related metabolism,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,,high,candidate disease fingerprint panel,internal validation only unless external cohort is documented,hydroxy_stearic_acid_c18_1,hydroxy_stearic_acid_c18:1,,,,hydroxy_stearic_acid-c18:1,exact_feature_match,high,,10,all_data_LASSO;all_data_permutation;all_data_SHAP;disease_fingerprint_candidate_panel;microbiome_metabolome_mechanism_mapping,candidate_panel;mechanism_mapping;model_evidence,integrated_A_IBD_vs_HC;oxidative stress related metabolism,all_data_LASSO::523;all_data_LASSO::526;all_data_permutation::523;all_data_permutation::526;all_data_SHAP::524;all_data_SHAP::526;disease_fingerprint_candidate_panel::11;disease_fingerprint_candidate_panel::9;mechanism::4::1::metabolome;mechanism::4::1::microbiome,IBD vs HC,,,False,False,True,False,False,Tier 3 - gut-omics mechanism/model-supported candidate,Tier 3 - gut-omics mechanism/model-supported candidate,gut-omics mechanism/model-supported candidate fingerprint feature,integrated_A_IBD_vs_HC,all_data_LASSO;all_data_permutation;all_data_SHAP;candidate_panel_model_columns,metabolome::metabolite__hydroxy_stearic_acid-C18:1,hydroxy stearic acid-C18:1,Evidence Tier I,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1136
