feature_id,feature_label,omics_layer,original_primary_candidate_tier,direct_detected_feature,result_level_evidence_present,n_evidence_records,n_independent_studies,n_direction_coded_records,n_increase_records,n_decrease_records,majority_direction_ratio,n_significant_records,n_significant_independent_studies,median_effect_percentile,best_effect_percentile,disease_context_count,has_activity_or_remission_evidence,has_longitudinal_or_treatment_evidence,mechanism_level,feature_in_locked_model_space,nonzero_coefficient_count,supported_task_count,selection_frequency,primary_axis_support,permutation_supported_modality,evidence_frequency_raw_bin,evidence_frequency_score,direction_raw_bin,direction_score,effect_raw_bin,effect_strength_score,disease_process_raw_bin,disease_process_score,mechanism_raw_bin,mechanism_score,model_raw_bin,model_support_score,conservative_total_score,available_max_score,available_evidence_normalized_score,evidence_completeness,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,score_source_status,any_absence_defined_zero,any_reconstructed_nonzero,provenance_complete_flag,manual_review_flag
microbe__EC:2.7.1.2,EC:2.7.1.2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,13,8,0,0,0,,5,3,0.4642857142857143,0.9473684210526315,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.7.1.48,EC:2.7.1.48,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,8,0,0,0,,4,3,0.6771346469622331,0.9404761904761905,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.7.11.1,EC:2.7.11.1,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,17,9,0,0,0,,5,3,0.3588169642857143,0.6785714285714286,4,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,1,3.0,5,15.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.7.13.3,EC:2.7.13.3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,38,12,0,0,0,,21,4,0.5348837209302325,0.9540816326530612,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.7.7.6,EC:2.7.7.6,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,16,11,0,0,0,,5,4,0.8452380952380952,0.9239130434782609,2,True,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,2,6.0,0,0.0,3,9.0,50.0,100,50.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.7.7.7,EC:2.7.7.7,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,23,13,0,0,0,,7,3,0.9534883720930233,1.0,2,True,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,2,6.0,0,0.0,3,9.0,50.0,100,50.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.1.11.6,EC:3.1.11.6,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,7,0,0,0,,4,2,0.5793650793650794,0.6111111111111112,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.1.21.3,EC:3.1.21.3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,9,6,0,0,0,,3,1,0.7592592592592593,0.7592592592592593,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,31.0,100,31.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.1.26.4,EC:3.1.26.4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,7,0,0,0,,5,2,0.5619047619047619,0.6,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.1.3.18,EC:3.1.3.18,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,7,0,0,0,,4,3,0.7020089285714286,0.8571428571428571,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.4.11.18,EC:3.4.11.18,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,7,0,0,0,,4,2,0.7043650793650793,0.7777777777777778,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.4.22.70,EC:3.4.22.70,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,6,4,0,0,0,,2,2,0.8204985119047619,0.8671875,0,False,False,0,True,1,3,0.0,True,True,3,12.0,0,0.0,4,12.0,0,0.0,0,0.0,3,9.0,33.0,100,33.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.5.1.28,EC:3.5.1.28,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,13,7,0,0,0,,5,4,0.6953125,0.7602040816326531,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.6.1.27,EC:3.6.1.27,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,8,0,0,0,,5,3,0.39453125,0.5,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,35.0,100,35.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.6.3.14,EC:3.6.3.14,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,7,0,0,0,,5,3,0.6071671195652174,0.9565217391304348,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.6.3.21,EC:3.6.3.21,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,14,9,0,0,0,,3,3,0.59765625,0.6953125,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.6.4.12,EC:3.6.4.12,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,8,4,0,0,0,,1,1,0.0703125,0.0703125,0,False,False,0,True,1,3,0.0,True,True,3,12.0,0,0.0,1,3.0,0,0.0,0,0.0,3,9.0,24.0,100,24.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:4.1.3.27,EC:4.1.3.27,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,9,0,0,0,,5,4,0.6732804232804233,0.8671875,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:4.2.1.2,EC:4.2.1.2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,15,10,0,0,0,,7,4,0.6777797965116279,0.8928571428571429,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:4.2.1.20,EC:4.2.1.20,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,15,10,0,0,0,,4,3,0.6577316810344828,0.8671875,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:4.4.1.8,EC:4.4.1.8,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,16,9,0,0,0,,5,4,0.6379310344827587,1.0,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:5.1.3.2,EC:5.1.3.2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,13,8,0,0,0,,4,2,0.7916666666666667,1.0,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:5.4.2.12,EC:5.4.2.12,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10,6,0,0,0,,1,1,0.9642857142857143,0.9642857142857143,0,False,False,0,True,1,3,0.0,True,True,4,16.0,0,0.0,5,15.0,0,0.0,0,0.0,3,9.0,40.0,100,40.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:5.99.1.2,EC:5.99.1.2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,6,0,0,0,,5,2,0.7222222222222222,0.8979591836734694,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:6.1.1.20,EC:6.1.1.20,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,18,11,0,0,0,,4,2,0.6516602809706258,0.6551724137931034,2,True,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,3,9.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:6.2.1.3,EC:6.2.1.3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,9,7,0,0,0,,4,2,0.3496985357450474,0.6296296296296297,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,31.0,100,31.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:6.3.5.5,EC:6.3.5.5,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,15,9,0,0,0,,3,1,0.8333333333333334,0.8333333333333334,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,35.0,100,35.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
cis_7_10_13_16_docosatetraenoic_acid,cis_7_10_13_16_docosatetraenoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,18,6,1,0,1,1.0,4,3,0.8407494145199064,1.0,1,False,False,0,True,1,1,0.0,True,False,4,16.0,1,4.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
clostridia_o_clostridiales_asv11000,clostridia_o_clostridiales_asv11000,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,7,2,0,0,0,,2,1,0.651667939903234,0.9896103896103896,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,23.0,100,23.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__107,107,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__5-Aminopentanoate,5-Aminopentanoate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,9,4,0,0,0,,1,1,0.5074626865671642,0.5074626865671642,0,False,False,0,True,1,1,0.0,True,True,3,12.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,27.0,100,27.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Acetic_acid,Acetic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,230,26,2,2,0,1.0,45,6,0.6111111111111112,1.0,3,True,False,0,True,1,1,0.0,True,True,5,20.0,2,8.0,3,9.0,4,12.0,0,0.0,2,6.0,55.0,100,55.00000000000001,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Aspartate,Aspartate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,483,74,2,0,2,1.0,75,28,0.7129629629629629,1.0,3,True,True,0,True,1,1,0.0,True,True,5,20.0,2,8.0,3,9.0,4,12.0,0,0.0,2,6.0,55.0,100,55.00000000000001,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Betaine,Betaine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,104,40,1,0,1,1.0,26,14,0.62,1.0,3,True,True,0,True,1,1,0.0,True,True,5,20.0,1,4.0,3,9.0,4,12.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Bis_2-Ethylhexyl_Phthalate,Bis(2-Ethylhexyl)Phthalate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,8,3,0,0,0,,1,1,0.5298507462686567,0.5298507462686567,0,False,False,0,True,1,1,0.0,True,True,3,12.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,27.0,100,27.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Cholate,Cholate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,87,15,1,0,1,1.0,9,6,0.7738095238095238,1.0,2,True,False,0,True,1,1,0.0,True,True,5,20.0,1,4.0,5,15.0,2,6.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Citrulline,Citrulline,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,135,29,1,0,1,1.0,15,10,0.6428571428571429,0.9090909090909091,3,True,True,0,True,1,1,0.0,True,True,5,20.0,1,4.0,3,9.0,4,12.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Creatine,Creatine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,160,31,0,0,0,,32,14,0.5526064084170254,0.96,4,True,True,0,True,1,1,0.0,True,True,5,20.0,0,0.0,3,9.0,5,15.0,0,0.0,2,6.0,50.0,100,50.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Creatinine,Creatinine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,142,28,3,2,1,0.667,29,10,0.5355603448275862,0.9722222222222222,3,True,True,0,True,1,1,0.0,True,True,5,20.0,2,8.0,3,9.0,4,12.0,0,0.0,2,6.0,55.0,100,55.00000000000001,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__DepthorAltitudeMeters,DepthorAltitudeMeters,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,45,2,0,0,0,,0,0,,,0,False,False,0,True,1,2,0.0,True,True,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,3,9.0,17.0,100,17.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Dodecanoic_acid,Dodecanoic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,19,4,0,0,0,,4,4,0.7630969351389879,0.875,0,False,False,0,True,1,2,0.0,True,True,3,12.0,0,0.0,4,12.0,0,0.0,0,0.0,3,9.0,33.0,100,33.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Glucose,Glucose,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,976,105,12,6,6,0.5,136,37,0.6412635696040868,1.0,6,True,True,0,True,1,1,0.0,True,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Glutamine,Glutamine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,663,80,1,0,1,1.0,77,25,0.6111111111111112,1.0,5,True,True,0,True,1,1,0.0,True,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Glycine,Glycine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,589,86,7,3,4,0.571,107,29,0.5158086594256807,1.0,3,True,True,0,True,1,1,0.0,True,True,5,20.0,1,4.0,3,9.0,4,12.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Homovanillic_acid,Homovanillic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,12,7,0,0,0,,6,5,0.6039215686274509,0.7213114754098361,0,False,False,0,True,1,2,0.0,True,True,4,16.0,0,0.0,3,9.0,0,0.0,0,0.0,3,9.0,34.0,100,34.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Hypoxanthine,Hypoxanthine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,118,35,1,0,1,1.0,17,12,0.8310104529616724,1.0,5,True,True,0,True,1,1,0.0,True,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Isoleucine,Isoleucine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,364,70,3,1,2,0.667,95,21,0.6205247185080929,1.0,5,True,True,0,True,1,2,0.0,True,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,3,9.0,61.0,100,61.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N1_rep1,LFQ.intensity.N1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N1_rep2,LFQ.intensity.N1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N2_rep1,LFQ.intensity.N2_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N2_rep2,LFQ.intensity.N2_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N3_rep1,LFQ.intensity.N3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N3_rep2,LFQ.intensity.N3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N4_rep1,LFQ.intensity.N4_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N4_rep2,LFQ.intensity.N4_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.N5_rep2,LFQ.intensity.N5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.UC1_rep1,LFQ.intensity.UC1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.UC1_rep2,LFQ.intensity.UC1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.UC3_rep1,LFQ.intensity.UC3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.UC3_rep2,LFQ.intensity.UC3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.UC5_rep1,LFQ.intensity.UC5_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__LFQ.intensity.UC5_rep2,LFQ.intensity.UC5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Lactic_acid,Lactic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,163,16,2,2,0,1.0,21,8,0.6195043103448276,0.9444444444444444,1,False,False,0,True,1,1,0.0,True,True,5,20.0,2,8.0,3,9.0,1,3.0,0,0.0,2,6.0,46.0,100,46.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Leucine,Leucine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,546,87,6,4,2,0.667,100,33,0.625,1.0,6,True,True,0,True,1,1,0.0,True,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Linoleic_acid,Linoleic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,69,21,1,0,1,1.0,7,7,0.7216183574879227,1.0,4,True,True,0,True,1,1,0.0,True,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Methionine,Methionine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,534,75,5,0,5,1.0,143,32,0.5,1.0,6,True,True,0,True,1,2,0.0,True,True,5,20.0,5,20.0,3,9.0,5,15.0,0,0.0,3,9.0,73.0,100,73.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Mol..weight..kDa,Mol..weight..kDa.,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N-Acetyalanine,N-Acetyalanine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,10,4,0,0,0,,4,2,0.5,0.9,0,False,False,0,True,1,1,0.0,True,True,3,12.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,27.0,100,27.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N-Acetylglucosamine,N-Acetylglucosamine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,269,55,2,2,0,1.0,42,21,0.7575757575757576,1.0,4,True,True,0,True,1,1,0.0,True,True,5,20.0,2,8.0,5,15.0,5,15.0,0,0.0,2,6.0,64.0,100,64.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N-Acetylputrescine,N-Acetylputrescine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,10,0,0,0,,6,5,0.6512437810945273,1.0,0,False,False,0,True,1,1,0.0,True,True,5,20.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,35.0,100,35.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
