feature_id,feature_name,omics_type,feature_list_role,source_file,in_strict_coefficient_table,notes
HILn_QI11212,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI2242,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILn_QI33065,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI2948,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILn_QI4670,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI7210,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI1594,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILn_QI2810,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI600,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI5072,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI30564,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI8641,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI12791,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI28647,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILn_QI33224,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI33297,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILn_QI5083,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI4795,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILn_QI10956,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI7330,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI6560,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI1690,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI2867,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI2990,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI25912,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI4249,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI1577,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI2809,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI13223,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILn_QI8185,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI5305,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI18650,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI3183,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI13746,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI17883,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI4777,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI12440,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILn_QI17802,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_TF11,cytidine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,annotated
HILp_QI4902,pantothenate,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF38,aspartate,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF58,valine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF54,leucine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF53,isoleucine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF55,phenylalanine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF57,tyrosine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF56,tryptophan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF48,ADMA/SDMA,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF28,aminoisobutyric acid/GABA,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF51,spermidine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF9,2-deoxyadenosine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF34,5-aminolevulinic acid,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_QI1759,butyrobetaine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF37,beta-alanine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF39,C4 carnitine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF4,7-methylxanthine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF45,agmatine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_QI7038,atenolol,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,annotated
HILp_TF5,biotin,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF46,cadaverine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF36,alanylalanine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF43,ectoine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_QI2874,gabapentin,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,annotated
HILp_TF47,homoarginine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF40,imidazoleacetic acid,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF20,urobilin,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_QI1048,metformin,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,annotated
HILp_TF42,methylimidazole acetic acid,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF50,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_TF52,N1-acetylspermine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF41,N6-acetyllysine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF27,N-acetylhistamine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF16,nicotinuric acid,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,annotated
HILp_TF13,phytosphingosine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_QI7976,piperine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF15,pyridoxine,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,annotated
HILp_QI20478,urobilin,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF30,C16:0 LPC,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF32,C18:3 LPC,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF29,C18:2 LPC,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_QI15372,C18:0 LPC,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF17,C18:0 LPE-A,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF19,C22:6 LPE,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF2,sphingosine-isomer1,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF3,sphingosine-isomer2,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_TF12,sphingosine-isomer3,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,annotated
HILp_QI21780,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22633,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22493,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22411,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI24491,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI13955,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI9129,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI22007,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI12314,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI5622,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI8806,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI10719,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI14710,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20314,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI12537,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI20198,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI11973,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI12197,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI4351,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI1332,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI12425,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20315,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20630,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI10769,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI10698,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI11229,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI12491,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI1370,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI11975,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI1873,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21658,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI10200,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI8712,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI21453,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI9715,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI10766,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI8792,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI12590,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI20628,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI12234,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI659,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI4405,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI8887,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI21454,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI3816,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI23091,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI12815,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI13573,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI6036,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,True,unannotated_or_feature_only
HILp_QI12490,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI10697,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
HILp_QI11227,nan,metabolome,locked_filtered_universe,<PROJECT_ROOT>/Trajectory Modeling/IBD_EMSA_v1/IBD_EMSA_v1_feature_list_metabolomics.csv,False,unannotated_or_feature_only
